name,englishName,minPlayers,maxPlayers,minPlayTime,maxPlayTime,rating,ratingCount,learningComplexity,strategyComplexity,complexityVotes,isExpansion,code,atlasID,atlasURL,thumbnail,
Mundus Novus,Mundus Novus,2,6,45,60,3.647058824,17,0,0,0,FALSE,3558380011156,fML0XG0nYR,https://www.boardgameatlas.com/game/fML0XG0nYR/mundus-novus-card-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257742269-51C3y4skEfL.jpg,
ワインと毒とゴブレット,Raise Your Goblets,2,12,20,45,2.970588235,17,0,0,0,FALSE,4981932022925,6eIjRAHgQV,https://www.boardgameatlas.com/game/6eIjRAHgQV/raise-your-goblets,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254996012-516IKzwrNBL.jpg,
ハートオブクラウン第二版〜基本セット〜,Heart of Crown,2,4,60,75,3.703125,16,0,0,0,FALSE,4562323630334,QLVQK2xw9Q,https://www.boardgameatlas.com/game/QLVQK2xw9Q/heart-of-crown,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255048072-515ALw48ydL.jpg,
利益・廃液 ドイツ語版,Industrial Waste,2,4,60,60,3.3,15,0,0,0,FALSE,4001504481308,YeYfhSb7lZ,https://www.boardgameatlas.com/game/YeYfhSb7lZ/industrial-waste,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547930943663,
悪魔城への馬車,The Castle of the Devil,4,8,20,40,2.966666667,15,0,0,0,FALSE,4542325310601,zZHxQUpeZ2,https://www.boardgameatlas.com/game/zZHxQUpeZ2/the-castle-of-the-devil,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543424758736,
WildLife,WildLife,2,6,60,120,3.357142857,14,0,0,0,FALSE,8005125690527,xRAZkOcMLs,https://www.boardgameatlas.com/game/xRAZkOcMLs/wildlife,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543425654322,
ディセント第2版 拡張セット ネレクホールの影,Descent: Journeys in the Dark (Second Edition) - Shadow of Nerekhall Expansion,2,5,120,240,4.269230769,13,0,0,0,FALSE,4542325401095,HrzRgTeND6,https://www.boardgameatlas.com/game/HrzRgTeND6/descent-journeys-in-the-dark-2nd-edition--shadow-of-nerekhall-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258038115-610gGf2B9D8L.jpg,
ディセント第2版 拡張セット 廃墟の迷宮,Descent: Journeys in the Dark (Second Edition) - Labyrinth of Ruin Expansion,2,5,120,240,4.262820513,13,0,0,0,FALSE,4542325401071,TxV0JC8Cbq,https://www.boardgameatlas.com/game/TxV0JC8Cbq/descent-second-edition-labyrinth-of-ruin-expansion,http://geekstopgames.com/cmsAdmin/uploads/pic1560179-1.png,
ディセント第2版 拡張セット 竜の棲み家,Descent: Journeys in the Dark Second Edition - Lair of the Wyrm Expansion,2,5,120,240,4.019230769,13,0,0,0,TRUE,4542325401064,7e0SyfielD,https://www.boardgameatlas.com/game/7e0SyfielD/descent-journeys-in-the-dark-2nd-edition--lair-of-the-wyrm-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258075148-51xkUB7NJrL.jpg,
Dominion: Renaissance Expansion,Dominion: Renaissance Expansion,2,6,20,30,4,13,0,0,0,TRUE,655132005586,WBA0fke5tI,https://www.boardgameatlas.com/game/WBA0fke5tI/dominion-renaissance-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541041485716,
サフラニート,Safranito Zoch Verlag Board Game,2,4,30,45,3.219230769,13,0,0,0,FALSE,4015682296005,qQD8OGjdBr,https://www.boardgameatlas.com/game/qQD8OGjdBr/safranito-zoch-verlag-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254789484-61XimzJ-67L.jpg,
おばけキャッチ2,Ghost Blitz 2,2,8,30,30,3.173076923,13,0,0,0,FALSE,4015682050195,KRsdnfHKUI,https://www.boardgameatlas.com/game/KRsdnfHKUI/ghost-blitz-2,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547931956966,
Barbarossa(旧版),Barbarossa,,,,,3,13,0,0,0,FALSE,4002051685911,qqIPwVE6Zs,https://www.boardgameatlas.com/game/qqIPwVE6Zs/barbarossa,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257890296-612elkWJH8L.jpg,
Barbarossa,Barbarossa,,,,,3,13,0,0,0,FALSE,29877041121,qqIPwVE6Zs,https://www.boardgameatlas.com/game/qqIPwVE6Zs/barbarossa,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257890296-612elkWJH8L.jpg,
ロスト・テンプル,Lost Temple,2,8,40,40,2.442307692,13,0,0,0,FALSE,4542325407004,1mw2XOePoR,https://www.boardgameatlas.com/game/1mw2XOePoR/lost-temple,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257187731-61L212yAA2BL.jpg,
将棋,Shogi,2,2,60,60,3.833333333,12,0,0,0,FALSE,4580218304245,r5plR3MEQd,https://www.boardgameatlas.com/game/r5plR3MEQd/full-set-of-wooden-shogi-japanese-chess-pieces--koma,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257890295-51bLKOrD71L.jpg,
アンロック エキゾチックアドベンチャー,Unlock! Exotic Adventures,1,6,60,90,3.822083333,12,0,0,0,FALSE,3558380060475,pwuAu88wIm,https://www.boardgameatlas.com/game/pwuAu88wIm/unlock-exotic-adventures,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1631796162207,
ヴァルドラ,Valdora,,,,,3.583333333,12,0,0,0,FALSE,4011898030914,xqyYsSKC5A,https://www.boardgameatlas.com/game/xqyYsSKC5A/valdora,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258005253-61YMFKmPw8L.jpg,
ひつじとどろぼう,Sheep and Thief,2,4,30,30,3.5,12,0,0,0,FALSE,4589957330010,yNlMncucO4,https://www.boardgameatlas.com/game/yNlMncucO4/sheep-and-thief,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541010304965,
EKETORP,Eketorp,3,6,45,60,3,12,0,0,0,FALSE,4010350060490,0ptJzFNN2A,https://www.boardgameatlas.com/game/0ptJzFNN2A/queen-games--eketorp,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257170701-519sIcR2ceL.jpg,
ATTILA,Attila,2,5,45,45,3,11,0,0,0,FALSE,4001504481261,BuJAbkBdMY,https://www.boardgameatlas.com/game/BuJAbkBdMY/attila,https://s3.amazonaws.com/abecorn-item-images/54a973c2a8094a46726c791d.jpg,
カタンの開発者たち Candemir,Candamir: The First Settlers,2,4,60,60,2.909090909,11,3,2,1,FALSE,4002051690618,LCsi9eVW5i,https://www.boardgameatlas.com/game/LCsi9eVW5i/candamir--the-first-settlers,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257463756-51DaMjUun3L.jpg,
Grimoire,Grimoire,2,5,30,30,2.818181818,11,0,0,0,FALSE,4562227550059,JCgnHWnZmO,https://www.boardgameatlas.com/game/JCgnHWnZmO/zman-games-grimoire,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257428921-51fl8LzkL2L.jpg,
ビール侯爵,Furstenfeld,2,5,60,60,2.727272727,11,0,0,0,FALSE,4542325404515,40Y6fAdaiC,https://www.boardgameatlas.com/game/40Y6fAdaiC/furstenfeld,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257175550-61arXOnw1-L.jpg,
DELUXE MONOPOLY,Monopoly Deluxe Edition,2,10,180,180,2.568181818,11,0,0,0,FALSE,5011634440266,6cQSK0E26Y,https://www.boardgameatlas.com/game/6cQSK0E26Y/monopoly-deluxe-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257253081-514RW9aKm8L.jpg,
Euphrates & Tigris,Euphrates & Tigris: Contest of Kings,2,4,45,45,2.45,10,0,0,0,FALSE,4001504481551,kmFuUy61DI,https://www.boardgameatlas.com/game/kmFuUy61DI/euphrates--tigris-contest-of-kings,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1550518192168,
アルハンブラ 拡張セット ドイツ語版,Alhambra: The City Gates,2,6,60,60,3.3,10,0,0,0,FALSE,4010350060308,cRsMaWOyGw,https://www.boardgameatlas.com/game/cRsMaWOyGw/alhambra-the-city-gates-expansion-2,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257700254-61YGTJ8IC2BL.jpg,
ENTDECKER,Entdecker,2,4,60,60,3.15,10,0,0,0,FALSE,4002051688714,8bzgzYpLrt,https://www.boardgameatlas.com/game/8bzgzYpLrt/entdecker,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
レベルX Level X,Level X,2,4,20,20,3,10,0,0,0,FALSE,4001504490089,iBj7RamXBq,https://www.boardgameatlas.com/game/iBj7RamXBq/level-x,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1549950546193,
Shanghaien,Shanghaien,2,2,20,20,2.95,10,0,0,0,FALSE,4011898060812,4B52Qhclil,https://www.boardgameatlas.com/game/4B52Qhclil/shanghaien,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1549052974888,
アンロック シークレットアドベンチャー,Unlock! Secret Adventures,1,6,60,60,4,9,0,0,0,FALSE,4981932023762,B6VQvV6far,https://www.boardgameatlas.com/game/B6VQvV6far/unlock-secret-adventures,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1631796203832,
チーム3 グリーン,TEAM3 GREEN,3,6,30,30,3.916666667,9,0,0,0,FALSE,4981932024783,ltVKkVPWV9,https://www.boardgameatlas.com/game/ltVKkVPWV9/team3-green,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559314129152,
municipium,Municipium,2,4,60,60,3.527777778,9,0,0,0,FALSE,9781427616579,mdiMk4KS20,https://www.boardgameatlas.com/game/mdiMk4KS20/municipium,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541181058061,
コヨーテ,Coyote,3,6,20,30,3.5,9,0,0,0,FALSE,4562365270253,cPjtKkmMhs,https://www.boardgameatlas.com/game/cPjtKkmMhs/coyote,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1551898265276,
Tetris Link,Tetris Link,2,4,15,15,3.194444444,9,0,0,0,FALSE,801561016000,i1MbiQn3nK,https://www.boardgameatlas.com/game/i1MbiQn3nK/tetris-link,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547307933215,
ディセント第2版 拡張セット トロール沼,Descent: Journeys in the Dark Second Edition - The Trollfens Expansion,2,5,120,240,3.875,8,0,0,0,TRUE,4542325401088,kUckdiFnNo,https://www.boardgameatlas.com/game/kUckdiFnNo/descent-journeys-in-the-dark-2nd-edition--the-trollfens-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257799868-614PIBIfLML.jpg,
宝石商,"Edel, Stein & Reich",3,5,60,60,3.375,8,0,0,0,FALSE,4005556269235,Nnc2Dw6TYf,https://www.boardgameatlas.com/game/Nnc2Dw6TYf/edel-stein--reich,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1548887707274,
Kakerlakensuppe,Kakerlakensuppe,2,6,10,20,3,8,0,0,0,FALSE,4001504408435,H5eeuBA0wv,https://www.boardgameatlas.com/game/H5eeuBA0wv/kakerlakensuppe,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1548106758886,
5本のキュウリ,Five Cucumbers,2,6,25,25,2.75,8,0,0,0,FALSE,4542325404713,Ga0v7CfmMg,https://www.boardgameatlas.com/game/Ga0v7CfmMg/czech-games-five-cucumbers-board-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258038114-51AZ9saMAyL.jpg,
ギャラクシー・トラッカー,Galaxy Trucker,2,4,20,30,3.928571429,7,0,0,0,FALSE,8594156310011,cWTn4WprMP,https://www.boardgameatlas.com/game/cWTn4WprMP/galaxy-trucker,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1632339006052,
Day Night,Day & Night,2,2,45,45,3.357142857,7,0,0,0,FALSE,9789078436010,sMTsqu5l4k,https://www.boardgameatlas.com/game/sMTsqu5l4k/day--night,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545073311081,
Flussgeister am NIAGARA,Niagara: The Spirits of Niagara,3,6,45,45,3.285714286,7,0,0,0,TRUE,4015682259000,E7B07WPBCr,https://www.boardgameatlas.com/game/E7B07WPBCr/niagara-the-spirits-of-niagara,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1571340366082,
The Secret of Monte Cristo,The Secret of Monte Cristo,2,4,60,60,3,7,0,0,0,FALSE,681706070735,xYO5LEevaB,https://www.boardgameatlas.com/game/xYO5LEevaB/the-secret-of-monte-cristo,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257590551-518fPQEDzHL.jpg,
Are you the Traitor?,Are You the Traitor? Card Game,4,10,30,48,2.571428571,7,0,0,0,FALSE,9781929780730,huFnt97lSJ,https://www.boardgameatlas.com/game/huFnt97lSJ/are-you-the-traitor-card-game,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258100877-51WEbDX-boL.jpg,
Chromino,Chromino,1,8,30,30,2.178571429,7,0,0,0,FALSE,3558380005384,b8pmvw2dhi,https://www.boardgameatlas.com/game/b8pmvw2dhi/chromino,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541198136904,
More Cosmic Encounter,More Cosmic Encounter,2,8,90,90,4.25,6,0,0,0,FALSE,29877035007,90wePoRbOE,https://www.boardgameatlas.com/game/90wePoRbOE/more-cosmic-encounter,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545089655811,
Warhammer Invasion Card Game: Assault on Ulthuan Expansion,Warhammer Invasion: The Card Game - Assault on Ulthuan Box Expansion,,,,,3.916666667,6,0,0,0,FALSE,9781589948419,Jp8YQTKwRf,https://www.boardgameatlas.com/game/Jp8YQTKwRf/warhammer-invasion-the-card-game--assault-on-ulthuan-box-expansion,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257443225-514EP70nKuL.jpg,
フロッサム ファイト,Flotsam Fight,2,6,30,45,3.858333333,6,0,0,0,FALSE,4571394090770,lK1zwcwk0d,https://www.boardgameatlas.com/game/lK1zwcwk0d/flotsam-fight,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1542389820117,
ダンジョンオブマンダム,Dungeon of Mandom VIII,2,4,30,30,3.775,6,0,0,0,FALSE,4571394090114,V0lcCALMAc,https://www.boardgameatlas.com/game/V0lcCALMAc/dungeon-of-mandom-viii,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
チーム3 ピンク,TEAM3 PINK,3,6,30,30,3.608333333,6,0,0,0,FALSE,4981932024790,9ZBdGHZdst,https://www.boardgameatlas.com/game/9ZBdGHZdst/team3-pink,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1562110314172,
トロル,TROLL,3,5,20,30,3.291666667,6,0,0,0,FALSE,4571394090152,iKscvq2reX,https://www.boardgameatlas.com/game/iKscvq2reX/troll,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545459194659,
オーナーズチョイス,Owner's Choice,2,5,45,45,2.666666667,6,0,0,0,FALSE,4582208130032,HBDHhMT4ry,https://www.boardgameatlas.com/game/HBDHhMT4ry/zman-games--owners-choice,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257383978-51TKcdXBshL.jpg,
ニュルンベルクの開拓者たち,Die Siedler von Nürnberg,3,4,90,90,4,5,0,0,0,FALSE,4002051687014,Ji06yeGds1,https://www.boardgameatlas.com/game/Ji06yeGds1/die-siedler-von-nrnberg,,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547931349510
ブラックストーリーズ2,Dark Stories 2,2,15,20,20,2.4,5,0,0,0,FALSE,4571398990137,BiqSELAuDN,https://www.boardgameatlas.com/game/BiqSELAuDN/dark-stories-2,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1542824369989,
カピトール ドイツ語版,Capitol,2,4,60,60,3.6,5,0,0,0,FALSE,4001504490621,KY5dqzOoyK,https://www.boardgameatlas.com/game/KY5dqzOoyK/capitol,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1551897319296,
タイタニウム・ウォーズ,Titanium Wars,3,4,60,60,3.2,5,0,0,0,FALSE,3760175510908,rncxdIF2Jq,https://www.boardgameatlas.com/game/rncxdIF2Jq/titanium-wars,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541180396232,
Pocket Battles,Pocket Battles: Macedonians vs Persians,2,2,30,30,3.2,5,0,0,0,FALSE,681706043029,jUk4LyKJob,https://www.boardgameatlas.com/game/jUk4LyKJob/zman-games-pocket-battles-macedonians-and-persians,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559258013916-51D2B4wwpvqL.jpg,
タブラの狼,Lupus in Tabula,,,,,3,5,0,0,0,FALSE,8032611690082,brsIRkzkXZ,https://www.boardgameatlas.com/game/brsIRkzkXZ/davinci-games-lupus-in-tabula,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257694634-51KL2ya10qL.jpg,
心臓発作にならないための10の方法,Infarkt,2,5,45,45,3,5,0,0,0,FALSE,4542325310700,7mHx1AEWrK,https://www.boardgameatlas.com/game/7mHx1AEWrK/infarkt,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545450929486,
SIMPLY COSMIC,Simply Cosmic,2,4,45,45,2.9,5,0,0,0,FALSE,29877004744,fpbMehrDKj,https://www.boardgameatlas.com/game/fpbMehrDKj/simply-cosmic,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257749931-51VKCr5B-AL.jpg,
FOSSIL,Fossil,2,6,40,40,2.6,5,0,0,0,FALSE,4006592680169,a8l4rdBJvl,https://www.boardgameatlas.com/game/a8l4rdBJvl/fossil,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1571337488805,
トリックと怪人,Tricks and the Phantom,2,4,10,20,3,4,0,0,0,FALSE,4571394090848,yfmMnkrBAu,https://www.boardgameatlas.com/game/yfmMnkrBAu/tricks-and-the-phantom,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1630602278174,
酔いどれ猫のブルース,Katzenjammer Blues,2,6,30,30,2.625,4,0,0,0,FALSE,4562365270055,XkbYtYviMM,https://www.boardgameatlas.com/game/XkbYtYviMM/katzenjammer-blues,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1548117308362,
トマトマト,TomaTomato,3,6,20,20,2.5375,4,0,0,0,FALSE,4571394090787,8KMfT4rE2C,https://www.boardgameatlas.com/game/8KMfT4rE2C/tomatomato,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543074800938,
どうぶつしょうぎ,Let's Catch the Lion!,2,2,15,15,4.333333333,3,0,0,0,FALSE,9784344977051,gWBLEY35Tw,https://www.boardgameatlas.com/game/gWBLEY35Tw/lets-catch-the-lion,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ヘボコン,Desktop HEBOCON Battle Kit,2,4,20,40,4.216666667,3,0,0,0,FALSE,4573117060053,eAnV3iyE1V,https://www.boardgameatlas.com/game/eAnV3iyE1V/desktop-hebocon-battle-kit,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
CONTAINER -The second shipment-,Container : The second Shipment,,,,,3.333333333,3,0,0,0,FALSE,718122690442,BUWcTJgPEg,https://www.boardgameatlas.com/game/BUWcTJgPEg/container--the-second-shipment,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257314675-51OPhEr7GFL.jpg,
ロストレガシー,Lost Legacy: Hyakunen Senso to Ryu no Miko,2,4,10,10,3.333333333,3,0,0,0,FALSE,4562227550141,1KarTOUM8N,https://www.boardgameatlas.com/game/1KarTOUM8N/lost-legacy-hyakunen-senso-to-ryu-no-miko,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1547617642489,
死ぬまでにピラミッド,The Pyramid's Deadline,2,6,20,30,3.25,3,0,0,0,FALSE,4571394090282,hyW1HcHxRu,https://www.boardgameatlas.com/game/hyW1HcHxRu/the-pyramids-deadline,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559255092866-51YXohnE85L.jpg,
ミスカトニック大学:禁断の蔵書,Miskatonic University: The Restricted Collection,2,5,30,45,2.833333333,3,0,0,0,FALSE,4542325315019,dySJWJJDZo,https://www.boardgameatlas.com/game/dySJWJJDZo/miskatonic-university-the-restricted-collection,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1560642274136,
スリードラゴンアンティ,Three-Dragon Ante: Legendary Edition,2,6,30,30,3.75,2,0,0,0,FALSE,9784894256996,9BR0NuVwAs,https://www.boardgameatlas.com/game/9BR0NuVwAs/threedragon-ante-legendary-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1560885171204,
ファイアドラゴン,Feuerdrachen (Fire Dragon),2,2,15,20,3,2,0,0,0,FALSE,4571345800120,P3MgeWX0vf,https://www.boardgameatlas.com/game/P3MgeWX0vf/feuerdrachen-fire-dragon,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1541115645952,
ドンキーコング ジェンガ コレクターズエディション,Jenga: Donkey Kong Collector's Edition,1,4,20,20,3,2,0,0,0,FALSE,700304004239,eZZ5TF7euB,https://www.boardgameatlas.com/game/eZZ5TF7euB/jenga-donkey-kong-collectors-edition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1564786496784,
ハッカー,Hacker,2,6,120,120,2.75,2,0,0,0,FALSE,80742013131,5hxVnJirIC,https://www.boardgameatlas.com/game/5hxVnJirIC/hacker,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1545089545395,
TROIA,Troia,2,4,60,60,2.5,2,0,0,0,FALSE,4041076001108,6OejS0cPpn,https://www.boardgameatlas.com/game/6OejS0cPpn/troia,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1560814206284,
Tumbling Dice,Tumbling Tower,1,6,10,10,2,2,0,0,0,FALSE,718122625147,4qdq3Awblb,https://www.boardgameatlas.com/game/4qdq3Awblb/tumbling-tower,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1548115692740,
ごろごろどうぶつしょうぎ,Goro-Goro Dōbutsu Shōgi,2,2,30,30,4.5,1,0,0,0,FALSE,4562283110815,R8Un4Buh5c,https://www.boardgameatlas.com/game/R8Un4Buh5c/gorogoro-dbutsu-shgi,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
新幕 桜降る代に決闘を 第弐拡張：神語転晴,Sakura Arms: Duel Under Falling Cherry Blossoms,,,,,4,1,0,0,0,FALSE,4573454890153,EqYljKVrnX,https://www.boardgameatlas.com/game/EqYljKVrnX/-sakura-arms--duel-under-falling-cherry-blossoms-,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1603822743401,
新幕 桜降る代に決闘を 第四拡張：大洋航路,Sakura Arms: Duel Under Falling Cherry Blossoms,,,,,4,1,0,0,0,FALSE,4573454890191,EqYljKVrnX,https://www.boardgameatlas.com/game/EqYljKVrnX/-sakura-arms--duel-under-falling-cherry-blossoms-,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1603822743401,
新幕桜降る代に決闘を 基本セット,Sakura Arms: Duel Under Falling Cherry Blossoms,,,,,4,1,0,0,0,FALSE,4573454890122,EqYljKVrnX,https://www.boardgameatlas.com/game/EqYljKVrnX/-sakura-arms--duel-under-falling-cherry-blossoms-,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1603822743401,
ラッツィア,Razzia,3,8,30,30,4,1,0,0,0,FALSE,4005556810246,CgGTpt1XIu,https://www.boardgameatlas.com/game/CgGTpt1XIu/razzia,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1634060174503,
けもぱに ~kemomimi panic~,Kemomimi Panic,4,8,45,60,4,1,0,0,0,FALSE,4542325457214,DU5A1vlptz,https://www.boardgameatlas.com/game/DU5A1vlptz/kemomimi-panic,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1540939825447,
Dilemma,Dilemma,3,5,30,30,3.5,1,0,0,0,FALSE,4005556272617,6X5HHg9dU7,https://www.boardgameatlas.com/game/6X5HHg9dU7/dilemma,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Chocolatl,Chocolatl,3,5,45,45,3.5,1,0,0,0,FALSE,4260071877062,TjU0BC6ccg,https://www.boardgameatlas.com/game/TjU0BC6ccg/chocolatl,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1543388686695,
DIE OSTER INSEL,Die Osterinsel,3,4,30,30,3,1,0,0,0,FALSE,4001504490072,RPGHhACwNY,https://www.boardgameatlas.com/game/RPGHhACwNY/die-osterinsel,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
PIRANHA PEDRO,Piranha Pedro,2,6,30,30,3,1,0,0,0,FALSE,4000826011972,aTBTGlNRqw,https://www.boardgameatlas.com/game/aTBTGlNRqw/piranha-pedro,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
キャット＆チョコレート -幽霊屋敷編-,Cat & Chocolate,3,6,20,20,3,1,0,0,0,FALSE,4542325508046,Q0DESmx21W,https://www.boardgameatlas.com/game/Q0DESmx21W/cat--chocolate,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Bluff 多言語版,Bluff,2,10,15,45,3,1,0,0,0,FALSE,4005556272501,vpMCfGNNUw,https://www.boardgameatlas.com/game/vpMCfGNNUw/bluff,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1586440263681,
Bluff 日本語版,Bluff,2,10,15,45,3,1,0,0,0,FALSE,4005556272235,vpMCfGNNUw,https://www.boardgameatlas.com/game/vpMCfGNNUw/bluff,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1586440263681,
Top&Down,Top & Down,2,4,30,30,3,1,0,0,0,FALSE,4001504490096,zRQzjs6Emc,https://www.boardgameatlas.com/game/zRQzjs6Emc/top--down,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Junta,Junta,2,2,30,30,3,1,0,0,0,FALSE,18874100108,b0s1gpJbQh,https://www.boardgameatlas.com/game/b0s1gpJbQh/junta,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1599436783400,
Flying cheese,Flying Cheese,2,4,20,20,2,1,0,0,0,FALSE,8809223671019,owdXOauFX8,https://www.boardgameatlas.com/game/owdXOauFX8/flying-cheese,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
なんてったってホノルル,Ausgerechnet Buxtehude,2,6,20,20,1.5,1,0,0,0,FALSE,4981932020921,rhupdlaDHo,https://www.boardgameatlas.com/game/rhupdlaDHo/ausgerechnet-buxtehude,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257905545-61GuaytaGEL.jpg,
アクションバトルドーム　メガハウス,BATTLEDOME,2,4,10,10,1,1,0,0,0,FALSE,4975430504229,oWIWpqqCgp,https://www.boardgameatlas.com/game/oWIWpqqCgp/battledome,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257862427-51QmINNe6hL.jpg,
3Dアクションピンボールドラえもんバトルドーム,BATTLEDOME,2,4,10,10,1,1,0,0,0,FALSE,4975430019426,oWIWpqqCgp,https://www.boardgameatlas.com/game/oWIWpqqCgp/battledome,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257862427-51QmINNe6hL.jpg,
